mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
02A2EECAXPvAibaEXe8MfmBSa3BXeClOp9uA+0e6,19.0,0,90.0,30.0,6.99,6.99,26.0,6.99,6.99,6.99,6.99,6.99,6.99,6.99,6.99
02B1B771XPvAibaEXe/MFNByxh05bwp2psmEm6tl,20.0,1,75.65553494124923,24.75,7.11,7.11,144.0,7.01,6.68,7.24,6.83,6.04,7.1,7.53,8.81
02B5E19DXPvAibaEXe+6DwsvcvouVduD45n92KAo,19.0,0,62.81791285637439,21.0,5.56,5.56,119.0,5.79,6.07,6.05,6.52,5.86,5.54,1.33,5.92
02B7506DXPvAibaEXe+k62RFIc5kZJ+3vcf6DF6N,19.0,0,100.0,30.0,8.01,8.01,60.0,7.71,8.2,8.14,8.016666666666667,8.016666666666667,8.016666666666667,8.016666666666667,8.016666666666667
02BF7901XPvAibaEXe81w9eVvyp+l/OBpi+Ps6nu,18.0,0,70.58465346534653,24.25,6.78,6.78,145.0,7.62,5.1,6.81,6.51,6.82,4.39,2.91,0.57
02C4644FXPvAibaEXe+wmtNhlfgIwhu0VSXU3tYN,16.0,0,78.74455162558057,26.0,7.69,7.69,140.0,6.43,6.36,7.45,8.13,7.63,8.68,8.55,8.2
02D11BA0XPvAibaEXe/twT+sf632fV68MOhuBLMU,22.0,1,82.10591293047433,23.9,8.32,8.32,127.0,8.9,8.12,8.2,8.36,8.34,8.46,7.94,8.331428571428571
02D8F879XPvAibaEXe+OQt2grxVQNx94/N9FKXBn,19.0,0,90.0,30.0,7.32,7.32,61.0,5.56,7.23,7.92,6.903333333333333,6.903333333333333,6.903333333333333,6.903333333333333,6.903333333333333
02DBEB66XPvAibaEXe9zribmicFSmUzcsEb5VOez,19.0,0,55.0,30.0,4.64,4.64,12.0,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
02F183F0XPvAibaEXe/kJUgsv26Ua01LZ73bPyUY,17.0,1,90.0,24.5,7.13,7.13,156.0,6.79,3.68,7.48,6.89,6.93,6.45,7.93,6.64
02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,16.0,0,78.74455162558057,23.5,3.71,3.71,58.0,2.84,0.78,4.75,0.21,3.19,5.98,4.3,1.75
02FAB066XPvAibaEXe+P3P+fEFRIWPj6XPfklz7k,22.0,0,82.10591293047433,25.65,9.05,9.05,133.0,8.98,8.96,8.72,9.16,8.9,8.89,9.68,9.041428571428572
02FCB1D7XPvAibaEXe+rerDIV2V6o2T9UoVKgbO/,19.0,0,100.0,30.0,6.32,6.32,24.0,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32
030AB9A8XPvAibaEXe+PYhTHWVfmAnz8waNlDG/x,22.0,0,82.10591293047433,21.8,7.64,7.64,135.0,7.81,6.66,7.77,7.56,7.83,8.21,7.87,0.0
030B245FXPvAibaEXe/jTKXgBOsBDW4FRbuPOBJq,19.0,0,75.19813454155285,30.0,7.44,7.44,64.0,7.75,8.28,7.07,7.7,7.7,7.7,7.7,7.7
030EC5D4XPvAibaEXe+6333OdPqlxr0zrQoKeC6U,19.0,0,100.0,30.0,7.77,7.77,97.0,7.88,8.09,8.03,6.44,8.15,7.718000000000001,7.718000000000001,7.718000000000001
030FC1CFXPvAibaEXe+9lRniSKKSh3iBkTOiNqQs,16.0,0,86.0,25.0,6.87,6.87,140.0,6.84,5.87,4.71,5.65,6.75,6.82,6.87,6.98
03102AA8XPvAibaEXe8JyzRlwVelI4su+QPmcQhh,19.0,0,91.0,30.0,5.43,5.43,50.0,6.07,5.53,4.59,5.396666666666667,5.396666666666667,5.396666666666667,5.396666666666667,5.396666666666667
031A135FXPvAibaEXe+bzhoLNxTK0xOsiDh253Ur,19.0,0,93.0,30.0,7.54,7.54,68.0,7.28,7.81,7.5,7.53,7.53,7.53,7.53,7.53
031B760AXPvAibaEXe9KztDs5zkBQtJkYA6Ehute,19.0,0,93.0,30.0,7.23,7.23,72.0,8.11,6.29,7.56,7.47,6.79,7.244,7.244,7.244
032009DBXPvAibaEXe8hLNatuVCg+bidSLDlKFer,17.0,0,80.0,24.5,6.25,6.25,153.0,8.0,5.66,5.96,3.64,4.3,3.31,6.18,3.28
03285E78XPvAibaEXe+trmCqFzXmqPMV3FkB9eXe,19.0,0,91.0,30.0,8.52,8.52,30.0,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52
0330BA3CXPvAibaEXe8Z5hiNBvM0RW96I9r3cKzN,22.0,1,82.10591293047433,27.24290609433909,8.55,8.55,122.0,8.75,8.54,8.74,8.67,8.74,8.25,7.9,8.512857142857143
0332F8F8XPvAibaEXe8LPxrujEz9HidW6z+mlSuX,19.0,0,90.0,30.0,5.56,5.56,24.0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56
0336A8FDXPvAibaEXe97q47CdxnNZKAUu5+2jDyf,17.0,0,85.0,27.5,5.71,5.71,146.0,5.69,5.93,5.78,1.62,6.31,3.69,4.27,3.91
0339FEA3XPvAibaEXe/67dyjFFUOJsO0SSal/unw,20.0,0,75.65553494124923,24.0,6.62,6.62,150.0,4.78,5.68,6.12,5.62,6.77,6.92,6.31,7.42
033F886DXPvAibaEXe9KJs87LGFuVLck0jV/I2O/,19.0,0,100.0,30.0,7.92,7.92,61.0,8.51,7.85,7.56,7.973333333333333,7.973333333333333,7.973333333333333,7.973333333333333,7.973333333333333
0343C819XPvAibaEXe/xGSYcIp0f7PNCSNmme2n5,19.0,0,87.0,30.0,8.51,8.51,91.0,8.98,8.21,8.87,7.96,8.76,8.556000000000001,8.556000000000001,8.556000000000001
0343D382XPvAibaEXe+TzeJm3OhZihVluyApcrLD,19.0,0,100.0,30.0,7.99,7.99,26.0,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99
0349C6B8XPvAibaEXe80b1fr0fH/JkdDh3dWSII8,18.0,0,70.58465346534653,23.25,7.15,7.15,145.0,5.52,4.49,7.5,6.42,7.69,7.52,7.7,4.77
0356BA29XPvAibaEXe/i44g6992J04DlKo1DQNSP,22.0,0,82.10591293047433,26.31814039102211,8.42,8.42,140.0,7.85,8.24,8.11,8.64,8.5,8.98,8.44,8.394285714285715
035AEF81XPvAibaEXe/y2t7DVG8TDXVGQmvbKE12,17.0,0,80.0,29.0,6.94,6.94,146.0,7.15,5.43,6.56,6.09,6.04,6.61,7.58,8.76
0361DB02XPvAibaEXe8kAAygsYlH1cciRtB2UdAS,19.0,0,75.19813454155285,30.0,7.17,7.17,154.0,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88
0368E395XPvAibaEXe8Hc2wHUxgky4xlonemdAzO,22.0,0,82.10591293047433,23.45,7.82,7.82,127.0,8.31,7.98,7.65,8.1,7.37,7.73,7.68,7.831428571428572
03723A75XPvAibaEXe85hkLGQAJy3TsW8FoyJ83/,21.0,0,78.33960814444872,20.6,2.86,2.86,15.0,6.43,0.04,3.235,3.235,3.235,3.235,3.235,3.235
0375F69FXPvAibaEXe9JdUmjPcaT8kzHYZ2eSjwX,16.0,0,78.74455162558057,31.5,8.02,8.02,149.0,7.42,7.74,7.97,7.38,7.46,8.53,8.94,8.88
0379C619XPvAibaEXe8O5dqp1A+l3ccwOba+X3W1,19.0,0,88.0,30.0,7.44,7.44,26.0,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44
037AAE6FXPvAibaEXe8ZCBSJNuktiCdU6dkKR988,21.0,0,78.33960814444872,21.55,8.57,8.57,149.0,9.22,9.05,7.94,8.52,8.21,8.7,8.606666666666667,8.606666666666667
037C3BF2XPvAibaEXe+EAlU+wSWpDZ0GbMgeWH3/,22.0,0,82.10591293047433,23.6,7.78,7.78,134.0,7.34,8.44,7.71,7.42,8.23,7.75,7.34,7.747142857142857
03810112XPvAibaEXe9fwZBwsCOuQPoWCjpy04cL,16.0,1,78.74455162558057,26.0,2.74,2.74,14.0,4.98,0.0,2.49,2.49,2.49,2.49,2.49,2.49
03816B23XPvAibaEXe/1Yakz2BGJTcBso5ZBcYrz,22.0,0,82.10591293047433,26.82203167972498,8.62,8.62,149.0,8.83,8.79,8.85,8.18,9.11,8.34,7.43,8.504285714285713
03823CADXPvAibaEXe9I+C+SSlZOXdf6VphgZImp,19.0,0,82.0,30.0,5.84,5.84,26.0,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
0388C53EXPvAibaEXe9F2tx/ToPx3FKeDTdDjuhB,19.0,0,62.81791285637439,22.5,7.2,7.2,148.0,7.09,6.73,6.4,4.34,6.78,6.94,7.84,8.44
03918911XPvAibaEXe8uDPDBBTbYrBR+erGSTT5q,22.0,0,82.10591293047433,30.0,8.42,8.42,126.0,9.06,8.22,7.65,7.65,8.78,8.78,9.03,8.452857142857143
0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,20.0,0,75.65553494124923,30.0,8.62,8.62,131.0,8.48,8.87,8.08,8.88,8.3,8.49,8.39,9.7
039739DCXPvAibaEXe9cMY+S62CQpXn1AzsVSyJ2,19.0,0,100.0,30.0,6.97,6.97,55.0,7.93,6.74,6.31,6.993333333333333,6.993333333333333,6.993333333333333,6.993333333333333,6.993333333333333
0397E523XPvAibaEXe+q0E3QguGBpXo0jV2oyFig,21.0,0,78.33960814444872,23.65,6.32,6.32,130.0,7.04,5.39,4.51,6.72,6.52,5.75,7.94,3.0
0398BD47XPvAibaEXe+1qnC7LACO/Xq5fbBTAgzN,21.0,0,78.33960814444872,22.45,5.84,5.84,117.0,7.07,6.52,6.54,6.81,5.56,4.86,5.4,3.86
039A40EBXPvAibaEXe/sW+jVmHnQGlexsxcKegMx,19.0,0,62.81791285637439,21.75,7.08,7.08,143.0,6.15,5.46,7.68,6.9,6.95,7.04,8.15,7.67
03A27B34XPvAibaEXe+XuNgf2Sify1FkYwDf2m0F,22.0,0,82.10591293047433,26.39101042851319,7.04,7.04,124.0,6.76,6.1,5.93,7.32,7.1,7.94,7.7,6.978571428571429
03A6BE54XPvAibaEXe8KqSssRcgb+VRh3IXGOnI7,19.0,0,90.0,30.0,8.15,8.15,28.0,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15
03B1BF87XPvAibaEXe83EtiN4MI2ns5qclkPljKC,16.0,0,78.74455162558057,27.0,7.63,7.63,148.0,7.27,7.25,7.88,7.29,7.71,7.81,7.98,7.93
03B3F65FXPvAibaEXe+QJ0MB5TsYNe5nyw6HufAr,20.0,0,75.65553494124923,26.25,6.53,6.53,131.0,7.12,5.59,6.42,6.16,6.22,6.08,4.89,5.79
03B7B83FXPvAibaEXe+rQqH2xQ3mK0bmBwLPwvLq,19.0,0,100.0,30.0,7.98,7.98,57.0,8.12,7.95,7.88,7.983333333333333,7.983333333333333,7.983333333333333,7.983333333333333,7.983333333333333
03BBAAD7XPvAibaEXe8EW55eQakbv2dGs/7ZpoNB,19.0,0,100.0,30.0,8.59,8.59,59.0,8.66,8.9,8.31,0.0,6.467500000000001,6.467500000000001,6.467500000000001,6.467500000000001
03C79B24XPvAibaEXe+PAOVcd+LnOZDHTOc4IJv0,18.0,0,70.58465346534653,22.5,7.04,7.04,148.0,8.29,6.29,7.29,6.79,6.4,6.15,7.08,7.59
03CB6F51XPvAibaEXe+fmJL3h1osPKagDzJfY1Is,19.0,0,100.0,30.0,7.85,7.85,69.0,8.24,7.56,7.85,7.883333333333333,7.883333333333333,7.883333333333333,7.883333333333333,7.883333333333333
03CB8DC4XPvAibaEXe+4XPPXlKRz0LWy5kJsvBRv,18.0,0,70.58465346534653,23.0,6.82,6.82,149.0,7.78,6.12,6.85,5.86,6.88,6.37,6.16,6.73
03E82A07XPvAibaEXe/uepF/LZG2ltTcDOAe6cyL,19.0,0,89.0,30.0,7.59,7.59,62.0,7.8,7.49,7.44,7.576666666666667,7.576666666666667,7.576666666666667,7.576666666666667,7.576666666666667
03E9147DXPvAibaEXe+NnQrnI1K9JMnAja73zCHH,20.0,0,75.65553494124923,24.75,7.4,7.4,136.0,6.69,5.79,7.02,7.67,7.67,7.44,7.73,7.03
03EC266CXPvAibaEXe8Zj2AQQ+YjPDCtujie7z73,19.0,0,100.0,30.0,6.82,6.82,66.0,7.83,6.05,6.45,6.776666666666666,6.776666666666666,6.776666666666666,6.776666666666666,6.776666666666666
03ECE99EXPvAibaEXe8NoNh54Mn6M+2xXKb+BCMr,18.0,0,70.58465346534653,23.25,7.22,7.22,148.0,8.66,6.62,7.47,6.9,6.93,5.72,6.85,6.82
03EE20FAXPvAibaEXe8Ei6irkiwEYKyo/KQObYIk,19.0,0,100.0,30.0,9.26,9.26,26.0,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26
03F0FDF5XPvAibaEXe81r7KrCH0uc/DWUtJIS0l8,20.0,0,75.65553494124923,23.5,5.0,5.0,45.0,5.53,5.42,5.1,6.24,4.79,0.89,4.661666666666666,4.661666666666666
03F181B0XPvAibaEXe+7uLWSh9XvQs9BhtrBVBeU,19.0,0,62.81791285637439,22.5,7.37,7.37,146.0,7.21,6.84,7.23,6.96,6.97,7.41,7.8,8.9
03F799BCXPvAibaEXe9MnecufC0W/vTkuEmnC2RW,22.0,0,82.10591293047433,24.3,5.8,5.8,57.0,7.07,5.33,6.7,4.04,5.785,5.785,5.785,5.785
03FF368EXPvAibaEXe8JVGhFAfQ9U/upCLkDhtRc,19.0,0,100.0,30.0,7.89,7.89,59.0,8.09,8.16,7.31,7.853333333333333,7.853333333333333,7.853333333333333,7.853333333333333,7.853333333333333
04018197XPvAibaEXe8ScncBV/gL3nJNRsPfycU4,19.0,0,90.0,30.0,8.04,8.04,17.0,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04
0401F5D8XPvAibaEXe/33FMzfi5mea/1WCTgCGuE,19.0,0,90.0,30.0,7.83,7.83,100.0,7.74,7.7,7.5,7.61,8.54,7.8180000000000005,7.8180000000000005,7.8180000000000005
0402B932XPvAibaEXe9xHju59ydahTjwi8JiBa4z,18.0,0,70.58465346534653,23.0,7.32,7.32,156.0,6.81,5.73,7.41,6.6,7.51,7.55,7.85,7.46
0406981FXPvAibaEXe+M8JaUhbJyecydVJn03CsO,18.0,0,62.81791285637439,22.0,7.21,7.21,148.0,6.16,5.09,7.54,6.89,7.71,7.75,7.73,7.01
040EC982XPvAibaEXe+ERYFOhgzk5TJhMb5/nkzT,19.0,0,88.0,30.0,7.67,7.67,56.0,7.33,9.1,6.91,7.78,7.78,7.78,7.78,7.78
0415BA59XPvAibaEXe/f/Q1bKxMyhFreBFnAqn32,19.0,0,83.0,30.0,7.09,7.09,97.0,7.53,7.23,6.79,6.91,6.99,7.090000000000001,7.090000000000001,7.090000000000001
0419426CXPvAibaEXe/EvmuerN6w1BIIPdWHHov2,20.0,1,75.65553494124923,24.0,7.02,7.02,138.0,6.06,5.78,6.38,6.11,7.13,7.82,8.11,7.91
041F7D4CXPvAibaEXe9lyNw7zdm99jpjj8mjiV3M,19.0,0,100.0,30.0,8.05,8.05,103.0,7.65,7.68,8.0,8.56,8.56,8.09,8.09,8.09
04234787XPvAibaEXe+4ETeamtJzhG84K01qWXLW,22.0,0,82.10591293047433,25.97400617816625,6.86,6.86,124.0,6.17,6.09,5.72,7.23,7.95,6.47,7.11,6.677142857142857
042AF6AEXPvAibaEXe+NTT/XirluiUBFaLtjJar1,19.0,0,100.0,30.0,7.87,7.87,61.0,8.58,7.65,7.3,7.843333333333334,7.843333333333334,7.843333333333334,7.843333333333334,7.843333333333334
042B0951XPvAibaEXe9tNeZtU5umq1T3dnIy1gbU,19.0,0,96.0,30.0,7.59,7.59,74.0,7.41,7.28,8.06,7.583333333333333,7.583333333333333,7.583333333333333,7.583333333333333,7.583333333333333
042E4A1EXPvAibaEXe8qdDDDT8MR9B47o0UK//IE,19.0,0,89.0,30.0,8.01,8.01,30.0,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01
042F0E58XPvAibaEXe8p9EUNm1rzjknB/SCShuuv,19.0,0,87.0,30.0,5.48,5.48,59.0,4.46,4.53,7.47,3.97,4.84,5.054,5.054,5.054
043446ABXPvAibaEXe+D/rLOK41HOgI3XqKCgQnG,19.0,0,75.0,30.0,8.06,8.06,105.0,7.67,8.28,8.42,7.73,8.2,8.059999999999999,8.059999999999999,8.059999999999999
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,19.0,0,62.81791285637439,30.0,7.55,7.55,152.0,7.88,7.34,8.61,7.5,8.24,7.57,7.44,7.32
043B0CDAXPvAibaEXe8d5+4VMyfVsO7O83z9K9IN,22.0,0,82.10591293047433,26.66758965371558,7.41,7.41,123.0,6.76,7.42,7.03,7.76,7.91,7.19,7.1,7.31
043ECE64XPvAibaEXe8p7+QBLh7hjqIhsiZHycCn,20.0,0,75.65553494124923,22.25,6.3,6.3,142.0,6.6,6.27,6.37,5.47,5.59,6.2,6.07,3.98
044251C4XPvAibaEXe+zviMYuJzmlQrTTytgtURL,19.0,0,93.0,30.0,7.98,7.98,77.0,7.56,8.79,7.65,8.0,8.0,8.0,8.0,8.0
0446F74EXPvAibaEXe8yiBl4rYjVW0cRgGdXUNYX,19.0,0,100.0,30.0,9.04,9.04,66.0,8.82,9.08,9.23,9.043333333333333,9.043333333333333,9.043333333333333,9.043333333333333,9.043333333333333
044CC105XPvAibaEXe9lyNw7zdm99sNZWsMMd7wW,19.0,0,100.0,30.0,6.75,6.75,91.0,6.54,7.05,6.29,6.85,7.27,6.8,6.8,6.8
045380DDXPvAibaEXe+ItThaeWSaTjqzWjK/+ZK7,20.0,0,75.65553494124923,24.5,7.78,7.78,142.0,6.79,7.55,7.98,7.9,8.14,7.86,7.79,8.42
045412CEXPvAibaEXe+6wkETMZCyIZAB7oEBy8dg,19.0,0,95.0,30.0,8.26,8.26,103.0,8.66,7.86,8.5,8.0,8.3,8.264,8.264,8.264
0457DCC0XPvAibaEXe/CDMtnBauOUNMC60BG9GmS,21.0,0,78.33960814444872,23.2,7.93,7.93,133.0,7.24,7.93,7.44,8.0,8.38,8.31,8.29,8.14
045BA438XPvAibaEXe+2WNqGC1yvSPNgdEGhoQQx,19.0,0,90.0,30.0,8.55,8.55,83.0,8.4,9.2,8.47,8.42,8.0,0.0,7.081666666666667,7.081666666666667
0460817DXPvAibaEXe/57ZZLpsI5pdWpukWEzeJA,22.0,0,82.10591293047433,21.85,6.97,6.97,125.0,7.59,7.04,6.57,6.78,7.34,6.33,7.24,6.984285714285714
0463ACC3XPvAibaEXe+Ps8zYokGtSapa8Xbcuvzs,20.0,0,75.65553494124923,23.75,7.41,7.41,150.0,6.54,8.7,6.7,7.78,7.12,7.14,7.65,7.34
0464C623XPvAibaEXe94igOHwzHdHXRO550upwX3,19.0,0,90.0,30.0,8.64,8.64,26.0,8.64,8.64,8.64,8.64,8.64,8.64,8.64,8.64
0466A7B8XPvAibaEXe9syTSxuDl8vpkf7rdPLD8r,19.0,0,100.0,30.0,8.74,8.74,66.0,8.95,8.94,8.36,8.75,8.75,8.75,8.75,8.75
046DFC1EXPvAibaEXe8d5+4VMyfVsJ8BKuqNRrBF,22.0,0,82.10591293047433,26.76278907566035,7.98,7.98,130.0,7.04,7.58,7.59,8.35,8.16,8.14,8.93,7.97
04703EC6XPvAibaEXe+pyJpvsB6nZNTWzQVDye30,22.0,0,82.10591293047433,23.65,5.73,5.73,75.0,5.0,4.55,4.78,5.8,6.21,6.02,5.89,5.464285714285714
04782F2FXPvAibaEXe9PMC4shTguo6ck0HN7QeAg,20.0,0,78.33960814444872,30.0,4.2,4.2,33.0,6.28,5.7,5.353333333333334,5.353333333333334,5.353333333333334,5.353333333333334,5.353333333333334,4.08
047911D8XPvAibaEXe+fPSOag5leTYMAZx0GJa1L,18.0,0,70.58465346534653,23.0,6.65,6.65,140.0,5.92,5.1,7.01,5.89,7.0,6.84,6.98,5.04
047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,17.0,0,83.0,30.0,8.33,8.33,155.0,9.06,8.64,8.97,7.84,6.32,7.39,8.01,8.29
0489E473XPvAibaEXe+bm6JbdOAYBaxMVH+56wco,19.0,0,70.0,30.0,6.91,6.91,26.0,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
048D7432XPvAibaEXe/JRR+qhRXMm+5z8ZDG9qI1,19.0,0,62.81791285637439,22.25,4.26,4.26,55.0,4.94,4.51,4.41,5.19,4.69,5.06,3.88,1.97
048FA4C0XPvAibaEXe87zPkGv/Pdbr2144f7+cX9,21.0,1,78.33960814444872,30.0,7.72,7.72,133.0,7.16,8.22,7.34,8.2,6.48,8.0,8.58,7.88
04911A73XPvAibaEXe8p+Buz4QuyY8dcmE+1aEY7,19.0,0,100.0,30.0,8.42,8.42,54.0,8.52,8.24,8.65,8.469999999999999,8.469999999999999,8.469999999999999,8.469999999999999,8.469999999999999
04937B4DXPvAibaEXe+KnWgScvZ27EaSNJL9HdvK,21.0,0,78.33960814444872,20.85,6.78,6.78,134.0,5.38,3.84,6.57,7.95,7.74,6.72,6.22,4.68
04989E41XPvAibaEXe86mMJZ3W/SqcY8mLHhMdwA,19.0,0,100.0,30.0,7.8,7.8,64.0,8.2,7.16,8.24,7.866666666666667,7.866666666666667,7.866666666666667,7.866666666666667,7.866666666666667
04993E46XPvAibaEXe/c+AA7R58MU9q6TAEVnxuT,22.0,0,82.10591293047433,30.0,8.9,8.9,131.0,9.03,9.14,8.75,8.65,9.11,9.24,8.33,8.892857142857142
04999C75XPvAibaEXe8GsP3JAon4v+nvzV/VmQos,19.0,0,75.19813454155285,30.0,6.88,6.88,26.0,6.63,7.89,5.37,6.63,6.63,6.63,6.63,6.63
0499BD34XPvAibaEXe8cSwcDAK/pUFr2X7+QevI0,20.0,0,75.65553494124923,23.0,7.75,7.75,149.0,7.09,8.51,6.85,7.46,7.62,8.48,7.94,8.5
049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,19.0,0,75.65553494124923,24.5,7.04,7.04,142.0,6.71,7.16,7.39,7.76,5.88,6.17,7.44,7.48
04AD9652XPvAibaEXe/6muSCAeQUC/HrmBsgyb6e,16.0,0,78.74455162558057,25.0,2.31,2.31,18.0,3.36,3.1,2.73,0.14,2.3325,2.3325,2.3325,2.3325
04AEE489XPvAibaEXe9u8ftW5AKWETBFyE+T26n4,22.0,1,82.10591293047433,21.55,7.98,7.98,131.0,8.37,7.0,7.15,8.24,8.18,8.79,8.87,8.085714285714285
04B45B79XPvAibaEXe9v6ULsv63kidFjmF+I8Gmo,19.0,0,90.0,30.0,8.82,8.82,18.0,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82
04B7A984XPvAibaEXe85pnNqK7QfqhKDMnMoWGNg,19.0,0,100.0,30.0,6.92,6.92,74.0,7.38,6.95,6.43,6.919999999999999,6.919999999999999,6.919999999999999,6.919999999999999,6.919999999999999
04B8CFCFXPvAibaEXe/baiw3K4HkF2jQGbVW7zgO,17.0,0,84.0,26.5,7.57,7.57,147.0,6.73,5.98,7.39,7.13,7.14,7.9,8.24,8.83
04BB5201XPvAibaEXe9wR386kYOWu9pD/KusWr/q,19.0,0,100.0,30.0,8.98,8.98,72.0,9.19,8.93,8.9,9.006666666666666,9.006666666666666,9.006666666666666,9.006666666666666,9.006666666666666
04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT,19.0,0,62.81791285637439,22.5,5.4,5.4,90.0,7.53,6.48,7.1,5.59,6.22,0.64,4.945714285714287,1.06
04C5C23BXPvAibaEXe8OUmHa5DLhUTJw8W+5VW8D,19.0,0,86.0,30.0,8.8,8.8,100.0,8.74,8.92,8.88,7.59,8.89,8.604,8.604,8.604
04C81950XPvAibaEXe/ly4CLNSveRDKW02PJnm/0,19.0,0,100.0,30.0,8.45,8.45,114.0,8.82,8.92,8.14,8.61,7.86,8.47,8.47,8.47
04C9CC0EXPvAibaEXe/S5mChdnrLm80qIvJ4ryp4,17.0,0,74.0,26.0,7.41,7.41,170.0,6.74,5.91,8.2,7.57,7.33,6.8,7.3,7.17
04CA893BXPvAibaEXe/SouBySQ9Uj8rioKR0JeF/,19.0,0,62.81791285637439,23.75,5.02,5.02,96.0,6.78,4.95,6.43,3.54,3.61,5.36,7.53,1.26
04CD33EBXPvAibaEXe++B0JyCbXA1LAC7v3DyD0t,22.0,0,82.10591293047433,23.8,7.63,7.63,139.0,6.47,4.07,7.23,7.75,8.66,7.58,8.32,7.154285714285714
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,22.0,0,82.10591293047433,24.6,8.27,8.27,129.0,8.89,8.88,8.5,8.8,8.71,4.95,8.6,8.190000000000001
04D811CEXPvAibaEXe+hiNwRJR1W0Lg007zCYQ6a,19.0,0,58.0,30.0,3.94,3.94,19.0,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
04D88553XPvAibaEXe8EoEN8tkksyX1oqJUl48N1,19.0,0,75.19813454155285,30.0,7.48,7.48,24.0,7.475,7.02,7.93,7.475,7.475,7.475,7.475,7.475
04D98A42XPvAibaEXe9whL/t4cdMZYa7qJs9tdR2,17.0,0,67.0,29.0,4.44,4.44,68.0,4.65,0.1,3.732857142857143,3.2,3.85,2.82,7.23,4.28
04DDFC34XPvAibaEXe8zLanLNVS12W6u8w3Iex7Z,17.0,1,70.58465346534653,21.25,7.62,7.62,156.0,7.26,7.38,6.75,8.0,6.96,7.25,8.54,6.2
04E907A8XPvAibaEXe+duwZbUJ/33VkSKofqHhHZ,19.0,0,98.0,30.0,8.79,8.79,72.0,8.78,9.05,8.54,8.79,8.79,8.79,8.79,8.79
04F1D2FBXPvAibaEXe+nNcqpVbk9mW5m1LZhoulC,21.0,1,78.33960814444872,22.15,5.43,5.43,103.0,4.32,4.99,4.99,5.17,3.46,4.36,4.67,5.26
04F87408XPvAibaEXe80b1fr0fH/JuobsigdDkbt,18.0,0,70.58465346534653,22.75,7.42,7.42,147.0,6.86,6.97,7.14,6.93,7.02,7.51,7.69,8.31
04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN,16.0,0,78.74455162558057,26.5,8.05,8.05,141.0,7.05,7.95,7.88,7.72,8.78,8.2,8.91,8.8
04FDAA30XPvAibaEXe/Md8T4y692B3u2dfN+Z+ox,19.0,0,78.0,30.0,4.81,4.81,39.0,4.17,2.94,5.32,5.39,4.4,4.444,4.444,4.444
0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,22.0,0,82.10591293047433,23.75,6.64,6.64,92.0,6.85,5.6,6.63,6.7,7.32,6.95,5.43,6.497142857142856
05088522XPvAibaEXe8Fsd3dnKA7Bc1+6v7wPmGw,19.0,0,92.0,30.0,6.9,6.9,89.0,5.36,6.98,7.68,7.13,6.38,6.706,6.706,6.706
05092C76XPvAibaEXe//3t8+us0X0mVxYbHKgEu4,15.0,0,78.74455162558057,23.5,6.66,6.66,148.0,6.27,6.73,7.32,6.57,5.53,4.73,5.19,8.09
050C0B15XPvAibaEXe+RaLErOlzghf6IG53IfKu6,18.0,1,70.58465346534653,23.25,7.91,7.91,141.0,8.64,7.23,7.74,8.24,8.13,7.17,8.18,6.59
050F140DXPvAibaEXe8/V1eK05z04yfYqNp+lM9T,18.0,0,70.58465346534653,22.5,7.16,7.16,149.0,7.33,5.31,6.1,5.7,7.73,6.71,7.97,7.88
0518F328XPvAibaEXe8LlSwdi4NcNZFJX0aSHxii,19.0,0,94.0,30.0,7.84,7.84,26.0,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84
